customer_id,name,gender,country,dob,onboarding_date,pep_flag
CUST909,Meera,Female,UK,1988-05-10,2022-11-02,0
CUST910,Ishita,Female,UK,1996-01-14,2019-11-13,0
CUST911,Emma,Female,India,2002-08-17,2018-04-29,1
CUST912,Anaya,Female,India,1983-07-23,2022-04-08,0
CUST913,Sophia,Female,India,2009-05-21,2022-04-13,0
CUST914,Ava,Female,US,1993-08-14,2021-07-21,1
CUST915,Olivia,Female,India,1995-07-31,2020-02-25,0
CUST916,Amelia,Female,US,1983-02-10,2022-02-05,0
CUST917,Emma,Female,UK,2008-02-12,2022-09-03,0
CUST918,Aanya,Female,UK,2004-07-09,2018-01-09,0
CUST919,Priya,Female,US,2005-04-10,2022-12-02,1
CUST920,Meera,Female,UK,1978-10-09,2020-02-25,1
CUST921,Meera,Female,India,1977-02-03,2022-08-15,1
CUST922,Anaya,Female,UK,1994-08-13,2022-01-30,1
CUST923,Olivia,Female,US,2004-12-21,2018-10-02,1
CUST924,Emma,Female,India,2007-10-24,2019-01-21,1
CUST925,Aanya,Female,UK,1984-05-30,2019-04-05,0
CUST926,Priya,Female,UK,2007-02-04,2018-02-14,0
CUST927,Ishita,Female,UK,1990-08-11,2021-12-27,0
CUST928,Olivia,Female,UK,2002-11-21,2019-06-08,0
CUST929,Ava,Female,India,1976-04-25,2021-09-17,0
CUST930,Aanya,Female,US,2005-02-07,2018-08-26,1
CUST931,Olivia,Female,US,1979-09-16,2021-01-25,1
CUST932,Meera,Female,UK,1983-05-20,2021-11-24,0
CUST933,Anaya,Female,India,1993-01-16,2021-09-17,1
CUST934,Ava,Female,India,2001-05-01,2021-12-06,1
CUST935,Ishita,Female,UK,1997-02-10,2022-01-12,0
CUST936,Anaya,Female,India,1979-04-12,2022-05-27,1
CUST937,Priya,Female,US,2001-06-25,2019-02-14,0
CUST938,Emma,Female,US,2005-09-20,2020-04-19,0
CUST939,Aanya,Female,India,1998-10-02,2020-10-13,1
CUST940,Emma,Female,India,1984-09-07,2018-01-06,0
CUST941,Ishita,Female,US,1999-12-02,2021-10-02,0
CUST942,Ishita,Female,India,2009-02-17,2020-11-13,0
CUST943,Anaya,Female,US,2003-01-25,2019-04-19,1
CUST944,Anaya,Female,India,1994-12-28,2018-04-13,0
CUST945,Aanya,Female,UK,1987-03-14,2020-01-08,1
CUST946,Olivia,Female,India,2007-04-18,2018-08-26,0
CUST947,Aanya,Female,UK,1980-05-16,2021-09-20,0
CUST948,Emma,Female,US,1990-03-15,2023-01-06,1
CUST949,Ishita,Female,US,1990-11-18,2022-07-28,0
CUST950,Ishita,Female,US,1992-02-22,2020-03-30,1
CUST951,Olivia,Female,US,2005-02-10,2022-10-09,1
CUST952,Meera,Female,UK,1979-03-28,2018-09-29,0
CUST953,Meera,Female,UK,1978-10-26,2020-05-02,1
CUST954,Ava,Female,India,2004-08-05,2020-06-16,1
CUST955,Emma,Female,UK,2001-08-03,2018-03-01,0
CUST956,Sophia,Female,US,1996-01-23,2018-08-20,1
CUST957,Aanya,Female,UK,1977-01-02,2019-06-20,1
CUST958,Aanya,Female,UK,2005-10-08,2022-11-14,0
CUST959,Emma,Female,UK,1997-06-13,2020-12-07,0
CUST960,Olivia,Female,India,2003-11-06,2022-01-28,1
CUST961,Emma,Female,UK,2003-12-09,2021-10-17,1
CUST962,Meera,Female,UK,1999-03-18,2023-01-01,0
CUST963,Aanya,Female,India,2003-01-10,2023-03-29,1
CUST964,Sophia,Female,US,1981-08-01,2018-06-03,1
CUST965,Priya,Female,US,1989-01-03,2023-06-10,0
CUST966,Amelia,Female,UK,1984-02-26,2021-02-01,1
CUST967,Olivia,Female,US,1984-09-15,2018-06-11,1
CUST968,Ava,Female,US,1994-04-07,2018-06-30,1
CUST969,Emma,Female,UK,1979-06-28,2020-10-15,0
CUST970,Ishita,Female,India,1992-04-05,2020-04-24,0
CUST971,Ishita,Female,UK,2009-09-06,2021-05-22,1
CUST972,Amelia,Female,UK,1999-05-23,2019-02-28,1
CUST973,Emma,Female,India,1990-06-19,2022-08-18,0
CUST974,Sophia,Female,UK,1989-01-21,2021-02-21,1
CUST975,Emma,Female,India,2006-04-12,2020-07-15,0
CUST976,Priya,Female,US,1974-04-06,2019-12-01,1
CUST977,Amelia,Female,UK,1997-07-31,2020-02-05,0
CUST978,Aanya,Female,India,1981-07-12,2020-10-05,1
CUST979,Ishita,Female,India,1985-07-28,2021-06-05,0
CUST980,Ishita,Female,US,1991-10-16,2019-03-18,0
CUST981,Emma,Female,US,1978-12-31,2022-03-31,0
CUST982,Ava,Female,US,1979-09-10,2022-05-01,1
CUST983,Ava,Female,US,1996-10-12,2018-10-03,0
CUST984,Amelia,Female,UK,2007-03-11,2018-04-10,1
CUST985,Ava,Female,UK,1995-10-30,2023-03-09,0
CUST986,Ava,Female,India,1981-12-15,2022-02-05,0
CUST987,Olivia,Female,UK,2003-08-29,2021-05-14,1
CUST988,Amelia,Female,UK,1991-06-03,2020-05-07,0
CUST989,Anaya,Female,US,1992-01-05,2023-05-28,1
CUST990,Sophia,Female,US,1980-02-24,2018-10-10,1
CUST991,Amelia,Female,UK,1988-03-31,2021-12-28,0
CUST992,Priya,Female,UK,1983-07-28,2021-07-02,1
CUST993,Emma,Female,UK,2004-04-29,2018-09-29,0
CUST994,Amelia,Female,UK,1998-07-02,2021-11-22,1
CUST995,Ishita,Female,UK,2008-04-16,2019-12-23,1
CUST996,Ava,Female,UK,1999-10-06,2023-04-15,1
CUST997,Amelia,Female,US,1986-12-28,2022-12-03,0
CUST998,Amelia,Female,US,1978-12-10,2018-02-21,0
CUST999,Aanya,Female,India,2004-03-25,2018-04-26,1
